CommCode,Total Seps,Campus Code,CampusSeps
T201,86.4173725566415,2060,66.9569718664055
T202,379.988387103489,2170,198.162168227801
T203,5825.58019066175,2450,4897.81474667904
T204,371.440541020605,1900,219.037050487783
T205,77.177505855045,2700,47.4735097999988
T206,45.1915805445818,2020,36.2113002606298
T207,52.6568754025684,1883,15.802527648492
T208,46.8422829707612,1160,38.4106720360242
T209,184.347318371551,1122,143.028091839996
T210,5.66742344273781,2330,3.14856857929879
T211,282.375182652954,2180,206.596531941003
T212,71.4732237075261,3690,29.4025515470786
T213,958.963001880532,1882,413.514882113062
T214,806.180435959819,1122,321.884257931085
T215,70.0181622459341,3670,20.2796506504992
T216,448.625462757297,1122,278.83797992915
T217,127.295124945674,2180,102.335296524954
T218,130.877840663678,1590,68.4663436923868
T219,96.2070196240714,1700,51.7097449821883
T220,252.417820658116,1050,193.909828068074
T221,243.959273691952,5050,101.826479454032
T222,1337.63640143975,2372,844.822990382999
T223,127.851584814181,2330,114.288610353372
T224,43.3060223864084,1590,24.6346988269008
T225,33.5488673711547,2170,16.9239384421333
T226,1292.3408087812,1122,803.593362378328
T227,78.6850715992132,1492,53.562729462115
T228,182.83866821041,1492,125.701584394657
T229,181.691309886923,1590,43.0965910243915
T230,3134.33143464904,2060,2644.94032102143
T231,489.10171424014,3670,211.885033433496
T232,64.4200651330423,1050,28.7129433164417
T233,1473.01690537379,5110,994.242727351939
T234,238.841512410969,2330,182.816960117038
T235,86.4478777666706,1160,72.2283025524695
T236,9933.03571197124,3670,3835.86934416763
T237,26.9636316524757,1032,15.1159753203273
T238,1857.61257790134,1050,1439.12621164563
T239,147.322948820214,1072,101.915190622203
T240,47.8421317791303,2170,28.2145905364102
T241,103.521329520111,1700,16.803038665932
T242,1021.77811454538,2060,890.630348885343
T243,201.962095974998,1590,136.340342393216
T244,206.218133574376,1160,90.255117753147
T245,135.519086876977,1780,43.8480078027043
T246,64.3015149114144,2170,22.1036457507987
T247,995.907997666644,2170,524.161996038707
T248,1110.7347122559,2060,976.922935484782
T249,3753.49951805125,2480,2426.16600886296
T250,169.470303898339,1210,38.8213912013817
T251,125.589510921045,1022,46.9069257656915
T252,64.2699299939145,2251,30.2068670971398
T253,305.526967958139,2180,144.655018799713
T254,120.552577354939,2450,87.3465733867863
T255,308.795734190963,1050,239.687672854862
T256,775.823762813009,2330,696.903759354444
T257,44.0540832636684,2230,25.12944186167
T258,119.467388652296,1700,70.7051892023793
T259,433.798472414506,1335,68.3666730213074
T260,761.946751105329,3140,354.192934187285
T261,1071.52889102536,1022,281.662484073936
T262,340.528062002382,3690,83.6138862804203
T263,957.396576383044,1280,242.232868723421
T264,371.425525527796,2070,158.710016842738
T265,101.352141908584,2180,76.480450642674
T266,450.011200856479,1122,278.218209413069
T267,222.455042705431,1670,98.7001895962663
T268,5733.96303580931,2070,4581.79442371017
T269,267.759842882301,1700,143.916662692774
T270,50.3378672294248,4460,21.5475043176315
T271,72.0774023169087,2700,44.4801987271013
T272,214.711143678736,1492,77.6614775008195
T273,383.51141844654,1220,129.517506330783
T274,149.439413191231,1220,50.4679110271699
T275,2227.81418439486,2210,1143.55785652211
T276,14515.0175555329,1122,12157.5287894649
T277,59.1569561778688,1122,49.1281069976027
T278,38.8903622915838,2230,23.0911526106279
T279,136.243316609181,2020,84.9144391889777
T280,57.6650745804346,1700,26.1074083281314
T281,118.004898605897,2020,93.0186721320206
T282,71.5181203672101,2020,56.3749528072852
T283,56.4366973457764,1032,24.2896719157788
T284,1133.49949929097,2550,304.777810987603
T285,703.387334893425,2060,618.641944213542
T286,188.943066469764,1122,70.3168798509634
T287,2757.45830254065,2320,1645.48851519787
T288,493.140993106092,2070,346.906542769437
T289,145.108593993533,1122,84.6466798295611
T290,8191.87356205444,2970,1626.26423407205
T291,86.357767742775,1700,39.1116107519803
T292,176.573234578177,1700,80.7652915666876
T293,5033.89961238176,1492,3979.86429949914
T294,98.5839378659046,2020,49.1499171492838
T295,246.307046372669,1670,185.112749137223
T296,56.2913697006009,2210,24.3342900268223
T297,51.7951359523003,1122,36.2266557816667
T298,69.2300260113336,1670,57.2165803211316
T299,1514.95701494927,1122,1046.85640917686
T300,70.6277340394713,1900,40.2702147977664
T301,293.416046072985,2060,254.93525314538
T302,953.769225013638,3370,531.026825552552
T303,277.00585747821,2170,120.4143670258
T304,475.963559475217,1270,173.327770213518
T305,55.4988383548721,1122,42.6914141191324
T306,100.895607500008,2450,68.4467689070406
T307,129.784028470463,4460,62.7713601752566
T308,180.756468476728,2230,37.2754746776886
T309,2345.09469752724,2060,1910.68298074258
T310,645.700997839829,1590,305.399120599919
T311,8843.88892240097,2450,7578.57869441899
T312,168.599753413481,2450,144.477902429514
T313,167.892836208392,2450,143.872125060836
T314,298.603050103019,4162,119.814473853836
T315,154.444181499914,1881,95.1122525366041
T316,74.2263065342368,2450,63.6066237111066
T317,97.9088087356358,1280,33.918556469464
T318,43.1854524265283,3670,10.3778994203285
T319,47.5720272107939,2330,42.2862464095946
T320,148.281620349689,1700,67.1333357009094
T321,236.095278218846,2260,64.642129651363
T322,309.654339789414,1122,146.970268735871
T323,519.369418110477,1670,259.218488751728
T324,2022.66821710491,1290,776.175705338136
T325,49.6968173309983,1160,20.4633953715875
T326,448.045499269114,1335,135.952737373643
T327,6154.41855279304,1160,5146.1968913238
T328,532.087674083308,1220,185.86384938432
T329,91.0407348662327,2230,18.7743531261475
T330,1106.97010960124,2180,519.801892186908
T331,4234.97102302746,1590,2887.35306921229
T332,9608.06376013472,2170,8024.29699478649
T333,63.0942462755149,1290,16.3238020887233
T334,268.318263703406,1022,160.595645862996
T335,165.506041917076,1332,63.3697333678434
T336,979.965988506661,1290,384.398159521692
T337,74.3557635244675,1102,32.7607076914733
T338,78.5418307009448,2450,56.9076159944214
T339,98.3551488514773,1700,44.5295189665965
T340,420.115239553977,2060,251.573432535272
T341,6913.33897595138,1670,6052.41677950406
T342,18.1104592134102,1220,5.78677394984705
T343,3218.03977056499,1700,1993.20730856664
T344,787.281584600725,1280,302.762304514384
T345,33.7533682018307,2170,29.1296191330868
T346,61.586886826584,2180,15.8054842298313
T347,899.129408513511,1220,303.754578243084
T348,131.871158829018,1492,111.249316078634
T349,63.9373950423216,1122,38.2754473722742
T350,430.261725326742,2070,343.8069530826
T351,141.781115049917,1022,49.5884688105622
T352,202.593276590712,1670,173.284096982411
T353,391.247910142846,2450,283.479333628024
T354,390.767606556543,1220,85.3966678235572
T355,1167.26119261414,1220,596.77603291216
T356,255.236242063716,1590,131.363122326247
T357,963.996095720037,1780,311.906678985229
T358,2659.25567872749,1881,1424.26479669044
T359,379.175278919051,2210,85.7957308812422
T360,181.951126550578,2450,131.640316090647
C001,74.2816874584949,2060,44.6203842811815
C002,239.291087819915,1335,104.066271104184
C003,1205.88616378381,3020,502.202242359448
C004,1338.52231807375,2020,1083.18481104576
C005,590.520717364706,1191,169.127413822877
C006,165.764451458794,1191,56.8261865821147
C007,28.7098585996444,2060,23.3915718361053
C008,456.388399277222,1150,209.638787260829
C009,1457.75279311782,1102,674.851282787547
C010,199.17569281614,1180,56.5456388850319
C011,647.746536652449,3030,149.380317366251
C012,4117.84205343977,1050,2963.58300794886
C013,46.5482117916624,1021,29.7129712823663
C014,1159.47483579342,2020,533.814534295516
C015,3589.98188801403,2020,2992.75027825413
C016,2585.1330227026,2020,2129.67207179457
C017,1309.75117807584,2230,906.366989438527
C018,1198.83988354456,2060,1012.09426021558
C019,110.219395231777,2230,76.324514327737
C020,638.462953377346,3670,276.919975772881
C021,151.950966269114,3670,49.9582725725708
C022,785.296416795814,2020,435.827174539202
C023,631.718229493896,1160,273.263136027225
C024,1193.24848311367,1660,549.908779508457
C025,2023.94926705928,2060,1855.12093352482
C026,318.689321499822,2060,279.026786674687
C027,1790.00798987017,4083,755.32582957422
C028,714.370988098117,1022,590.926584614078
C029,655.069054987259,3670,206.809176931981
C030,370.462192720501,2180,70.0881679877857
C031,876.986032791475,1660,361.289520128366
C032,827.435766390512,1160,262.009480821499
C033,410.781474847567,1290,105.362912059467
C034,376.867364303141,1335,127.757898232641
C035,51.1280831461188,1460,21.1651140447461
C036,79.9679870460788,1460,33.1050268954197
C037,962.253876208559,1590,404.815251606649
C038,18.9695265581791,1335,14.971850348242
C039,630.723397484959,3110,247.433477747517
C040,303.84860248317,1700,149.787876710392
C041,69.1890598303961,1460,28.6427828330134
C042,1180.57947139352,2120,292.557310657419
C043,477.274661903426,1072,145.421916030617
C044,1831.55280511088,1022,708.662546482509
C045,104.999473761178,1021,67.0178700533293
C046,908.886206493186,1022,439.617195584266
C047,60.866841013533,2120,30.8991913217809
C048,278.371156874481,1180,125.95854118866
C049,441.02127113286,1670,308.688923139861
C050,167.812133574671,1220,66.119479952332
C051,1150.20323920882,2450,891.273431558414
C052,83.896844721776,1180,38.0105871209843
C053,615.367817599713,1180,266.837986846619
C054,1608.12356117228,2170,566.620310322247
C055,1278.33212706625,1122,666.524361658535
C056,765.564450667042,1660,175.417739845976
C057,1189.40315836446,2140,448.748016613619
C058,2688.75340416237,1150,1524.51915509684
C059,482.270448519434,1072,260.013555678789
C060,271.95850100629,2060,239.328974757842
C061,350.995310450203,2160,161.607661992739
C062,574.032768597664,1700,276.520002168277
C063,448.105470705289,1290,170.574568053131
C064,3888.36680711794,3670,732.683781415203
C065,369.922649350912,2660,70.2637175431141
C066,1040.36580289956,2120,363.786782045376
C067,1066.07614036206,2020,774.925071091321
C068,524.178162456674,1220,261.142621729946
C069,1053.80489651223,1220,476.688626822787
C070,137.92336616518,2120,70.1132278980246
C071,1296.33792817238,2020,426.24590351219
C072,1491.05491453741,1450,547.379798814008
C073,256.757861160172,1332,109.592785625816
C074,456.056489200348,1032,214.938092990943
C075,249.974351248413,2180,187.489535238398
C076,96.2290126506698,2180,25.8825402422786
C077,220.933813055405,1032,70.300325385699
C078,171.806577616745,2120,94.5439302851502
C079,1369.51795367332,2230,643.70699223594
C080,776.897431320546,1590,467.644557628228
C081,210.972149478859,2060,188.224303705721
C082,3752.35275515017,1022,3136.45181331815
C083,405.71917176485,2060,352.872923725051
C084,1131.91159674635,2190,742.92840607353
C085,802.17887310871,2180,259.530381306255
C086,329.904244627553,1022,229.872341415735
C087,311.873768071679,1021,199.055585950039
C088,343.121012241276,1660,150.374504685262
C089,556.449331178864,1660,111.159867048802
C090,833.315858576766,1335,324.057843413028
C091,982.79186222758,1335,513.326171535434
C092,1185.309176641,1122,566.597035009683
C093,227.379399099653,1660,102.613467129155
C094,123.08369590881,1460,50.954003145045
C095,1487.68692840755,4460,580.060869970568
C096,204.911029706538,2060,180.955814772364
C097,1319.11296612857,2060,1200.7878871603
C098,553.949657927867,1335,97.3339160469511
C099,69.4450397750948,1290,24.3852811423997
C100,105.33519486896,1021,36.8300812305581
C101,271.95667157056,1335,92.2945338440216
C102,1045.57942888577,1022,827.373959441467
C103,1035.77312391051,1032,487.935471458724
C104,110.326568621969,1290,36.090989023859
C105,1388.82576707487,2060,1215.0369314316
C106,1222.75746834367,2120,502.059096028937
C107,1750.08923838402,1072,1177.14810047101
C108,1160.15685854938,2060,1057.65801240888
C109,815.562600716416,2230,570.285155018186
C110,709.288032269423,1220,224.949556260041
C111,1050.01909189386,1022,467.561853162431
C112,126.302837958832,1032,51.0332766756674
C113,508.754408637988,1032,205.564344901901
C114,675.320024153129,2070,388.185320102873
C115,784.683360165612,2480,281.333369096356
C116,726.542329330938,2060,552.224415587094
C117,281.739593587102,3690,69.1738556631385
C118,373.479719359543,2180,144.90984337108
C119,2027.08992888076,1332,864.92879936384
C120,999.595739887146,2180,769.147352052174
C121,741.933666022365,1032,347.892041058524
C122,1034.37716189109,1022,653.143127203701
C123,451.701688985213,1700,131.743544428131
C124,997.380938830994,1022,778.904394360574
C125,124.812983717266,1450,53.1030227795282
C126,543.813530844979,1450,257.590298471255
C127,644.433349648291,1335,248.870768818495
C128,3989.23757646115,1022,3254.2478709807
C129,1089.42271626653,1022,342.984624209252
C130,127.64279625231,1180,36.2375735123084
C131,650.624810067899,3590,156.516321247047
C132,936.494978915452,1220,455.930628699566
C133,625.466518882213,2120,134.65327103412
C134,362.206043216929,2251,157.093406103671
C135,841.024088663417,2170,653.235798007392
C136,1593.54166474877,1590,447.197391914899
C137,2250.26608083181,1270,989.698701570599
C138,1575.45513160297,1280,431.849875383341
C139,2125.96106141931,1050,1515.49259907728
C140,0,1021,0
C141,357.654227216884,1280,73.7066097266043
C142,1171.93703625635,1590,167.369506623605
C143,320.819770599127,2230,87.9769444304184
C144,692.493485091631,2060,463.051938909385
C145,563.292698844882,1332,156.060644034365
C146,1360.10044784134,2260,626.809424131502
C147,257.971863081616,2060,237.744566234637
C148,401.936767458374,1220,223.622901891779
C149,1387.3387174076,1022,1156.14019176172
C150,39.3089339188791,2060,26.4731290940134
C151,76.4631675698442,1335,17.7288595768391
C152,1900.3680996519,2070,1222.36120971379
C153,457.642892565894,1022,198.477161314149
C154,36.2671128751814,1021,12.6804569149751
C155,1563.42903154982,2700,861.399066905834
C156,2983.06226497793,1352,1422.41853104786
C157,1185.54733371733,3030,235.905602890256
C158,715.245210167031,2330,667.162136231009
C159,270.359366750703,1021,187.123409332324
C160,1537.52894318951,2330,1385.56367483053
C161,861.950241750043,2450,408.229968448025
C162,1647.68072373002,2450,1170.02096484761
C163,1083.91009935717,1660,476.7939390386
C164,134.84660263564,1032,63.4989367888559
C165,330.960842088841,1660,97.359795409787
C166,51.659170131565,1180,23.3786021630738
C167,0,1021,0
C168,155.365540952004,2230,109.194836136576
C169,682.477550254449,2170,241.359233448768
C170,918.693573044912,2450,753.901095600888
C171,260.89224301737,1900,117.556629127302
C172,1920.0536448905,2020,1551.23763416046
C173,156.785885617526,1660,74.8368346839468
C174,139.468230007914,2230,65.7640608327537
C175,284.23354686366,2180,206.785033842688
C176,976.390256182706,1882,389.571136853159
C177,568.270837154425,1122,242.094623334438
C178,1069.6683817628,3670,361.420024398507
C179,568.022406557142,1122,276.037426079185
C180,464.47026171538,1590,264.673330208167
C181,3901.76390675458,2060,3411.11887086564
C182,200.833003824542,2060,181.710219417186
C183,1230.76977841376,2372,555.102472341678
C184,298.989120720548,1335,154.532779040607
C185,622.792601695636,2060,572.692002903263
C186,1998.39515974783,1022,1634.83179629575
C187,1100.78826822357,1122,720.1092440758
C188,478.490466321993,2060,423.415988183545
C189,1771.27585297895,5110,1028.47982558264
C190,350.665944814338,2330,206.140147742295
C191,1161.72850477328,3670,401.899040613053
C192,343.887430778506,1335,128.770111805636
C193,1204.25467583341,1050,885.377538109891
C194,82.6306410127288,1332,31.6374108052205
C195,51.0229269056794,2060,45.0859377625982
C196,359.716577579608,2170,163.837985175191
C197,477.811935341491,2060,420.249221104093
C198,991.444990296519,2480,618.7021147328
C199,254.53840564551,2180,124.882715894606
C200,1439.776863801,2330,1297.74279348011
C201,204.928361724527,1032,81.6641123940382
C202,63.5197403475112,1460,27.6936804903475
C203,207.519454772193,1335,42.9384023143695
C204,1082.62586089847,1220,528.445230300716
C205,818.015423037255,3140,416.272347193569
C206,994.303650233392,2190,291.442034848223
C207,349.468965239883,1280,77.5052075135423
C208,124.811324916171,1032,61.425018319422
C209,1005.07658497455,2230,410.044820396308
C210,698.422665870409,1260,289.066890476615
C211,249.358737105098,2450,109.808763963312
C212,1508.27855336367,1660,674.567337138316
C213,9.02757572953652,1290,3.47112769340967
C214,417.308800820526,1122,223.69616056675
C215,110.872671391312,1160,45.5433037942002
C216,451.237101185371,1260,199.90447322828
C217,2419.6592588244,2070,1754.05594761854
C218,874.298705021501,1700,369.390452121701
C219,212.856209645298,1492,105.11692810173
C220,549.20780467027,1332,181.630416380859
C221,3183.26506701287,2020,2499.469299745
C222,132.414563704751,1191,45.4200355020923
C223,1245.59381344781,2210,555.916121192727
C224,2197.44247771596,1122,1752.92236157444
C225,1667.65025511943,2230,1080.85665369974
C226,206.796872757948,1260,161.827594269913
C227,1844.08348284356,1290,472.197408938331
C228,5.60573070134776,1021,1.39181929428746
C229,432.110708917429,1450,205.215868132879
C230,472.84987344074,1102,116.557201958224
C231,655.309283446868,1032,301.932717766182
C232,398.767038068075,1021,276.387093877782
C233,92.3281423577659,1021,58.9309618506219
C234,747.761384918223,2320,336.507552525023
C235,1274.13946472835,1022,1024.81768749067
C236,767.66068558168,1335,146.98307053876
C237,1998.86418884609,1450,842.50632569918
C238,1.89365853046357,1191,0.485940163347908
C239,2655.08912481202,1492,1989.95303983588
C240,0,1021,0
C241,456.170808112674,1670,361.740915613794
C242,249.17708563053,1332,95.2458639806305
C243,1168.81716197269,1122,839.583358366426
C244,1405.95304703864,1450,616.552933600499
C245,535.152178402296,1450,184.230861966843
C246,572.452573564455,2170,245.432781275895
C247,388.313927392452,2190,124.995943478662
C248,165.098693004355,1021,67.7230200610954
C249,338.943527237701,2060,283.112763262707
C250,696.940834863465,1590,340.557337265763
C251,1929.41127172688,2450,1437.86445774797
C252,847.457529963492,1335,378.827645551911
C253,596.47014193344,1660,271.392223224876
C254,607.076257431571,1032,298.465935410068
C255,567.107136019576,1290,196.370611611035
C256,825.713673907189,1220,291.12957812278
C257,217.853589966967,1290,54.8372935852151
C258,2072.44179812689,1160,1642.20755457242
C259,632.272227214199,1220,215.251730526061
C260,859.762957892154,2180,429.227032910389
C261,1060.50955086932,1590,671.166636413209
C262,535.816338125181,1220,193.693343945581
C263,1560.08681955161,2170,1152.14211190001
C264,1137.77392888103,1032,579.077219863296
C265,2962.51611471242,2020,2429.49649816441
C266,456.39235785977,1332,164.510471092996
C267,508.619065787194,1191,174.455123643064
C268,1081.36492561576,1335,430.542628744278
C269,1204.44967681926,1290,449.624751464039
C270,324.201432782413,1191,101.367083102474
C271,471.544694512441,2060,290.813997509467
C272,1334.93237997175,1670,1111.42274430374
C273,1012.60265454491,1700,560.258056279451
C274,712.089941166959,1280,258.09461296513
C275,742.922562986198,1220,263.1760405816
C276,44.9759302282897,1332,11.0006329191301
C277,846.49773943073,1220,146.830118968438
C278,873.379342721926,1220,407.879015851032
C279,1757.99238185495,2450,493.903247028898
C280,1037.92206281774,1191,359.550236419096
C281,902.10837088593,1881,453.398724029573
C282,714.775153081975,2210,166.068804165092
